Date,MktPrem_R,FX_R,OVX_C,OVX_PC,OVX_NC
2010/8/17,-0.132555021,0.015659255,-1.849999,0,-1.849999
2010/8/18,-0.093070456,-0.134648505,0.340001,0.340001,0
2010/8/19,0.056144289,0.119152138,0.279998,0.279998,0
2010/8/20,-0.025498742,0.072032571,-0.45,0,-0.45
2010/8/23,0.608420844,-0.031295966,-0.169999,0,-0.169999
2010/8/24,-0.44732056,0.225401496,1.279999,1.279999,0
2010/8/25,-2.569521375,0.140559113,-1.599998,0,-1.599998
2010/8/26,-0.615248855,-0.053025577,-0.16,0,-0.16
2010/8/27,0.426663993,-0.034328871,-0.950001,0,-0.950001
2010/8/30,0.231939792,-0.021853147,0.860001,0.860001,0
2010/8/31,-1.618223748,0.087431694,1.519996,1.519996,0
2010/9/1,0.677866878,-0.118553646,-1.259998,0,-1.259998
2010/9/2,0.68102913,-0.071841324,-0.59,0,-0.59
2010/9/3,1.412166952,-0.240685171,-0.549999,0,-0.549999
2010/9/7,0.687282484,0.28199906,1.169998,1.169998,0
2010/9/8,-0.424395317,-0.203093267,-0.459999,0,-0.459999
2010/9/9,-0.205571734,-0.203506575,-1.010001,0,-1.010001
2010/9/10,0.6916015,-0.235294118,-0.439998,0,-0.439998
2010/9/13,2.545000484,-0.242138365,0.349998,0.349998,0
2010/9/14,0.505549674,-0.10402547,0.350001,0.350001,0
2010/9/15,0.379054356,0.205112023,-0.100001,0,-0.100001
2010/9/16,-0.789652154,-0.047236656,-0.279998,0,-0.279998
2010/9/17,0.718380297,-0.20478891,-0.610001,0,-0.610001
2010/9/20,0.345989126,-0.031570639,0.77,0.77,0
2010/9/21,0.110396161,-0.189483657,0.960001,0.960001,0
2010/9/23,0.070172966,-0.085429521,-1.410001,0,-1.410001
2010/9/24,-0.442623501,-0.617518526,-1.520001,0,-1.520001
2010/9/27,0.300372326,-0.057355893,0.990002,0.990002,0
2010/9/28,-0.030377347,0.175354695,-0.050001,0,-0.050001
2010/9/29,0.623501429,-0.620623806,-0.020001,0,-0.020001
2010/9/30,-0.042462771,-0.080064051,-0.759998,0,-0.759998
2010/10/1,0.072987313,0.320512821,0.419998,0.419998,0
2010/10/4,0.018652182,-0.182108626,0.910002,0.910002,0
2010/10/5,-0.558489915,-0.771372788,0.509998,0.509998,0
2010/10/6,1.014847542,-0.40965099,-0.949999,0,-0.949999
2010/10/7,-0.005958305,-0.152226721,1.360001,1.360001,0
2010/10/8,-0.484238848,0.087582717,-0.07,0,-0.07
2010/10/11,-0.822577294,0.025927726,1.039997,1.039997,0
2010/10/12,-1.06301127,0.427696595,0,0,0
2010/10/13,0.198538228,-0.442006775,-0.069999,0,-0.069999
2010/10/14,1.337285873,-0.567113876,-0.73,0,-0.73
2010/10/15,-0.128343762,-0.058664407,0.959999,0.959999,0
2010/10/18,-1.76905131,0.40763085,-1.219997,0,-1.219997
2010/10/19,-0.18238787,0.493666775,1.790001,1.790001,0
2010/10/20,0.969391178,-0.394286084,-1.600003,0,-1.600003
2010/10/21,0.076559163,-0.184944841,1.260003,1.260003,0
2010/10/22,0.448108009,0.260052661,-1.200001,0,-1.200001
2010/10/25,1.695921235,-1.322828519,0.599998,0.599998,0
2010/10/26,0.431478512,0.729423361,-1.16,0,-1.16
2010/10/27,-0.630538157,0.303356493,0.110001,0.110001,0
2010/10/28,0.754959473,-0.341463415,-0.440001,0,-0.440001
2010/10/29,-0.806459391,-0.130527003,0.56,0.56,0
2010/11/1,1.113106771,-0.251592877,0.710003,0.710003,0
2010/11/2,-0.42259252,-0.226022013,0.5,0.5,0
2010/11/3,-0.614474688,-0.15758889,-1.440003,0,-1.440003
2010/11/4,0.766060846,-0.660945053,-1.109998,0,-1.109998
2010/11/5,1.089610022,-0.066203244,-0.92,0,-0.92
2010/11/8,-0.227081115,0.132494203,0.959999,0.959999,0
2010/11/9,0.173444481,-0.291101555,0.11,0.11,0
2010/11/10,0.054111857,0.092893637,-0.68,0,-0.68
2010/11/11,-0.167027246,-0.092807425,0.02,0.02,0
2010/11/12,-1.438109371,0.27536328,0.65,0.65,0
2010/11/15,-0.911902065,0.049627792,0.209999,0.209999,0
2010/11/16,0.863097603,0.042989418,2.300001,2.300001,0
2010/11/17,-0.686989188,0.65117509,0.259999,0.259999,0
2010/11/18,0.332755275,-0.426929392,-2.199999,0,-2.199999
2010/11/19,0.268328044,0,-0.850001,0,-0.850001
2010/11/22,0.822792665,0.115435356,0.200001,0.200001,0
2010/11/23,-0.557902588,0.566628233,0.76,0.76,0
2010/11/24,-0.384534765,-0.12120418,-1.569999,0,-1.569999
2010/11/26,0.176500679,-0.098392916,-1.210001,0,-1.210001
2010/11/29,0.656380188,0.213394616,1.93,1.93,0
2010/11/30,0.057955591,-0.147420147,1.139999,1.139999,0
2010/12/1,1.757741328,-0.278871391,-0.719999,0,-0.719999
2010/12/2,0.765056694,-0.115150518,-0.27,0,-0.27
2010/12/3,0.439817746,-0.296442688,0.800001,0.800001,0
2010/12/6,0.901457653,-0.363396102,-0.200001,0,-0.200001
2010/12/7,0.019245301,-0.165782493,0.669998,0.669998,0
2010/12/8,-0.012598658,0.249086682,-1.209999,0,-1.209999
2010/12/9,0.569294022,0.033129038,-0.549999,0,-0.549999
2010/12/10,-0.405658697,0,-0.049999,0,-0.049999
2010/12/13,0.197880254,-0.612684219,-1.110001,0,-1.110001
2010/12/14,0.038123879,-0.366544485,-0.25,0,-0.25
2010/12/15,0.18026611,-0.006688963,-0.540001,0,-0.540001
2010/12/16,0.285191245,-0.127098803,-0.529999,0,-0.529999
2010/12/17,0.400628823,0.1841929,-1.11,0,-1.11
2010/12/20,-0.563533187,0.066856092,-0.209999,0,-0.209999
2010/12/21,0.667852735,-0.116919993,-0.780001,0,-0.780001
2010/12/22,0.364601797,-0.100334448,-0.33,0,-0.33
2010/12/23,0.427360257,0,-0.08,0,-0.08
2010/12/27,-0.079790042,-1.245396719,2.06,2.06,0
2010/12/28,-0.248524766,0.010170181,0.399999,0.399999,0
2010/12/29,-0.056001528,-0.386427579,-0.099998,0,-0.099998
2010/12/30,0.462555363,-0.823493381,1.489999,1.489999,0
2010/12/31,0.719036232,0.085778007,0.21,0.21,0
2011/1/3,0.582452583,-0.226259856,-1.270001,0,-1.270001
2011/1/4,-0.317458915,0.243952721,2.050001,2.050001,0
2011/1/5,-1.682925351,-0.017137961,-0.94,0,-0.94
2011/1/6,0.411267252,0.308536167,0.889999,0.889999,0
2011/1/7,-1.137084822,0.3417635,-0.57,0,-0.57
2011/1/10,0.394451974,-0.221389646,-0.549999,0,-0.549999
2011/1/11,1.281098402,-0.392558457,-1.08,0,-1.08
2011/1/12,0.370810002,0.154215216,-0.479999,0,-0.479999
2011/1/13,0.112264223,-0.848588537,0.199999,0.199999,0
2011/1/14,-0.039913166,0.786830935,-1.23,0,-1.23
2011/1/18,0.166910621,-0.849169663,0.02,0.02,0
2011/1/19,1.084846384,0.252097938,0.760001,0.760001,0
2011/1/20,-0.708396572,0.757836721,0.119999,0.119999,0
2011/1/21,-0.75697427,-0.52991453,-0.869999,0,-0.869999
2011/1/24,-0.079116184,-0.137480667,0.569999,0.569999,0
2011/1/25,0.481823193,-0.103252452,2.88,2.88,0
2011/1/26,0.708597727,0.120585702,-1.98,0,-1.98
2011/1/27,0.510726979,-0.0550585,1.790001,1.790001,0
2011/1/28,0.467200193,0.117063765,3.469997,3.469997,0
2011/2/8,-0.376144839,-0.474585597,-2.189998,0,-2.189998
2011/2/9,-1.154148872,-0.397373877,-0.779999,0,-0.779999
2011/2/10,-1.896036192,0.433651344,-0.43,0,-0.43
2011/2/11,-2.571028296,1.260794473,-0.280001,0,-0.280001
2011/2/14,0.872727923,0.1637387,0.540001,0.540001,0
2011/2/15,0.414338296,0.234989613,0.349998,0.349998,0
2011/2/16,-0.108319906,-0.006795325,0.950001,0.950001,0
2011/2/17,-0.33923228,-0.033978933,-0.379999,0,-0.379999
2011/2/18,1.836520057,-0.067980965,-0.220001,0,-0.220001
2011/2/22,-1.92959869,0.442176871,7.720001,7.720001,0
2011/2/23,-1.674075191,0.152387403,3.379997,3.379997,0
2011/2/24,0.143441057,0.777683855,0.700001,0.700001,0
2011/2/25,0.673615956,-0.194598222,-0.129997,0,-0.129997
2011/3/1,1.481730974,-0.695868491,-0.640004,0,-0.640004
2011/3/2,-1.239179397,0.321597833,0.400002,0.400002,0
2011/3/3,1.368732256,-0.445419268,-1.830002,0,-1.830002
2011/3/4,0.521103535,-0.383011897,4.450001,4.450001,0
2011/3/7,-0.809399761,-0.136100715,0.290001,0.290001,0
2011/3/8,0.384113195,0.238500852,-0.950001,0,-0.950001
2011/3/9,0.020341681,-0.237933379,-1.209999,0,-1.209999
2011/3/10,-1.229774671,0.439522998,-0.139999,0,-0.139999
2011/3/11,-0.874198947,0.308694325,-1.5,0,-1.5
2011/3/14,-0.563391038,-0.2874535,-0.369999,0,-0.369999
2011/3/15,-3.353157144,0.203493302,1.349998,1.349998,0
2011/3/16,1.085184938,-0.016923337,0.48,0.48,0
2011/3/17,-0.508373045,0.074475288,0.279998,0.279998,0
2011/3/18,1.347663165,0.111629795,-1.199996,0,-1.199996
2011/3/21,0.863829523,-0.23652644,-2.800004,0,-2.800004
2011/3/22,0.470979731,0.067739204,-1.199996,0,-1.199996
2011/3/23,0.43002605,0.118463361,-1.540001,0,-1.540001
2011/3/24,0.361174461,-0.202839757,-0.380001,0,-0.380001
2011/3/25,0.390959858,-0.287940379,-1.279999,0,-1.279999
2011/3/28,-0.671200693,0.135892645,-0.41,0,-0.41
2011/3/29,0.503362377,0,-0.799999,0,-0.799999
2011/3/30,0.573251216,0.033927057,-0.420002,0,-0.420002
2011/3/31,0.422496592,-0.271324402,1.549999,1.549999,0
2011/4/1,0.246037722,-0.527121238,-0.709999,0,-0.709999
2011/4/6,1.681570341,-0.738461538,-1.509998,0,-1.509998
2011/4/7,0.556554832,-0.272094785,0.369998,0.369998,0
2011/4/8,-0.085983561,-0.103609049,2.73,2.73,0
2011/4/11,-0.165766575,-0.017286085,-1.639999,0,-1.639999
2011/4/12,-1.66830623,0.570539419,0.619999,0.619999,0
2011/4/13,0.539901238,-0.161595324,-1.700001,0,-1.700001
2011/4/14,0.251280572,0.161856877,-0.399998,0,-0.399998
2011/4/15,-0.966533848,-0.326628846,-0.800001,0,-0.800001
2011/4/18,-0.047085974,0.327699207,-0.860001,0,-0.860001
2011/4/19,-0.876669177,0.027505587,-0.719999,0,-0.719999
2011/4/20,2.017321497,-0.457154642,0.360001,0.360001,0
2011/4/21,1.632750146,-0.293508287,-0.210001,0,-0.210001
2011/4/25,-0.082398008,0.121212121,1.069999,1.069999,0
2011/4/26,-0.034515095,0.518851608,-0.539999,0,-0.539999
2011/4/27,1.124578127,-0.688231246,-0.290001,0,-0.290001
2011/4/28,-0.099181686,-0.623700624,-0.18,0,-0.18
2011/4/29,-0.369498385,0.017433752,0.18,0.18,0
2011/5/3,-0.691499548,-0.278891407,1.430001,1.430001,0
2011/5/4,0.008720708,-0.122356231,0.03,0.03,0
2011/5/5,0.79097193,0.199509975,10.659998,10.659998,0
2011/5/6,-0.46430418,-0.059384497,-1.069999,0,-1.069999
2011/5/9,0.643393994,0.017476407,0.650001,0.650001,0
2011/5/10,-0.140460408,-0.104840119,-1.639999,0,-1.639999
2011/5/11,-0.03739104,-0.262375372,2.380001,2.380001,0
2011/5/12,0.141743842,0.298141003,-0.490002,0,-0.490002
2011/5/13,-0.305134533,0.15737017,-2.61,0,-2.61
2011/5/16,-1.059177188,0.586592179,0.779998,0.779998,0
2011/5/17,-0.315454049,0.145792835,-1.84,0,-1.84
2011/5/18,0.67819363,0.034662045,-0.07,0,-0.07
2011/5/19,-0.586579353,-0.138600139,-1.309997,0,-1.309997
2011/5/20,-0.633763203,-0.017349063,-0.110001,0,-0.110001
2011/5/23,-1.01869999,0.36092313,1.55,1.55,0
2011/5/24,0.098435384,0.020747605,-2.149998,0,-2.149998
2011/5/25,-0.342750077,0.086430424,-1.050003,0,-1.050003
2011/5/26,0.696818983,-0.207253886,-1.520001,0,-1.520001
2011/5/27,0.240049908,-0.041536864,-0.539997,0,-0.539997
2011/5/31,2.024203642,-0.806842579,0.039997,0.039997,0
2011/6/1,0.812015016,-0.226915692,1.260002,1.260002,0
2011/6/2,-0.788974173,0.395381386,-1.510002,0,-1.510002
2011/6/3,0.605225947,-0.097584777,-0.889999,0,-0.889999
2011/6/7,0.113903056,0.017442875,1.25,1.25,0
2011/6/8,-0.553160337,0.156958493,-0.789997,0,-0.789997
2011/6/9,-0.078969862,0.017412502,-0.670002,0,-0.670002
2011/6/10,-1.818113119,0.208913649,1.310001,1.310001,0
2011/6/13,-1.418868584,0.198054204,1.219998,1.219998,0
2011/6/14,1.328274884,0.020806603,-2.119999,0,-2.119999
2011/6/15,0.019313738,0.041604549,3.18,3.18,0
2011/6/16,-2.010353139,0.225264252,-0.16,0,-0.16
2011/6/17,-0.217660616,0.248962656,0.720001,0.720001,0
2011/6/20,-1.226522313,-0.14486755,-0.400001,0,-0.400001
2011/6/21,0.778900182,-0.310880829,-0.189999,0,-0.189999
2011/6/22,0.266523373,-0.027720028,-1.43,0,-1.43
2011/6/23,-0.629524835,0.062387356,0.189999,0.189999,0
2011/6/24,-0.408026989,0.069276065,0.600002,0.600002,0
2011/6/27,-0.388751085,0.15576324,-0.420002,0,-0.420002
2011/6/28,-0.256457109,-0.086400553,-1.779999,0,-1.779999
2011/6/29,1.108848017,-0.086475268,-0.59,0,-0.59
2011/6/30,0.917963513,-0.536610698,-0.93,0,-0.93
2011/7/1,1.002284972,0.069613644,-0.790001,0,-0.790001
2011/7/5,0.504732639,0.156521739,0.220001,0.220001,0
2011/7/6,0.449559924,0.173641257,0.25,0.25,0
2011/7/7,-0.583976285,-0.10400416,-0.080002,0,-0.080002
2011/7/8,-0.277910696,-0.173520736,-0.099998,0,-0.099998
2011/7/11,-0.962453428,0.239874848,3.119999,3.119999,0
2011/7/12,-2.023371485,0.28091836,-0.680001,0,-0.680001
2011/7/13,-0.040578997,-0.276673007,0.299999,0.299999,0
2011/7/14,-0.084906552,-0.069360153,-0.029998,0,-0.029998
2011/7/15,1.097263909,0.260281104,-1.690001,0,-1.690001
2011/7/18,-0.429681892,0.121149187,0.969999,0.969999,0
2011/7/19,-0.169932391,-0.121002593,-1.389999,0,-1.389999
2011/7/20,2.124253902,-0.089996539,-0.279999,0,-0.279999
2011/7/21,0.119933949,-0.034645233,-0.1,0,-0.1
2011/7/22,0.546613927,-0.117834616,-0.450001,0,-0.450001
2011/7/25,-0.939423845,-0.017349063,0.600001,0.600001,0
2011/7/26,1.26909793,-0.069408294,-0.06,0,-0.06
2011/7/27,0.258293718,0.017364126,1.17,1.17,0
2011/7/28,-0.576517104,0.138888889,0.790001,0.790001,0
2011/7/29,-1.409448871,0.138696255,0.509998,0.509998,0
2011/8/1,0.655486051,-0.311634349,0.650002,0.650002,0
2011/8/2,-1.346735101,0.225772838,0.979999,0.979999,0
2011/8/3,-1.495232139,0.06238087,-1.25,0,-1.25
2011/8/4,-1.656435612,0.266685138,8.919999,8.919999,0
2011/8/5,-5.585956764,0.234887737,-0.57,0,-0.57
2011/8/8,-3.829821928,-0.075815011,13.799999,13.799999,0
2011/8/9,-0.795529763,0,5.650002,5.650002,0
2011/8/10,3.240235595,-0.175886329,-2.369999,0,-2.369999
2011/8/11,-0.228002835,0.376576265,-9.200001,0,-9.200001
2011/8/12,-1.06862451,-0.227163213,-1.189999,0,-1.189999
2011/8/15,2.38251716,-0.286325376,-4.400001,0,-4.400001
2011/8/16,-0.271553328,-0.017298045,-0.709999,0,-0.709999
2011/8/17,-0.73426941,0.034602076,-1.280003,0,-1.280003
2011/8/18,-1.643087917,0.207540643,14.75,14.75,0
2011/8/19,-3.577251333,0.120814636,-2.129997,0,-2.129997
2011/8/22,-0.41888671,0.017238407,-2.889999,0,-2.889999
2011/8/23,3.244281633,-0.137883488,-4.730004,0,-4.730004
2011/8/24,-0.63193625,0.017259234,0.220001,0.220001,0
2011/8/25,-1.232567482,0.293356342,3.529999,3.529999,0
2011/8/26,0.456197136,-0.068823125,-3.299999,0,-3.299999
2011/8/29,1.779462585,-0.034435262,-2.489998,0,-2.489998
2011/8/30,0.894070787,0.103341371,-0.889999,0,-0.889999
2011/8/31,1.239111338,-0.240880936,-0.41,0,-0.41
2011/9/1,0.206181961,-0.05174198,-1.560002,0,-1.560002
2011/9/2,-0.01462389,0.017256255,2.560002,2.560002,0
2011/9/6,-5.031401004,0.414078675,2.079998,2.079998,0
2011/9/7,2.191069164,-0.017182131,-2.509998,0,-2.509998
2011/9/8,0.251955489,-0.0618663,0.799999,0.799999,0
2011/9/9,0.818900026,0.457406197,3.75,3.75,0
2011/9/13,-2.885247068,0.924340979,-4.310002,0,-4.310002
2011/9/14,-2.208947907,0.610583446,-1.419998,0,-1.419998
2011/9/15,2.169918601,-0.269723533,-1.670002,0,-1.670002
2011/9/16,2.590867714,-0.067613252,-0.349998,0,-0.349998
2011/9/19,-1.278717019,0.642760487,4.229999,4.229999,0
2011/9/20,0.155104615,0.386554622,-0.130001,0,-0.130001
2011/9/21,0.569333351,0.318098108,1.549999,1.549999,0
2011/9/22,-3.062015934,1.652202937,8.260003,8.260003,0
2011/9/23,-3.553933237,-0.180594319,-0.98,0,-0.98
2011/9/26,-2.404736984,0.526315789,-0.32,0,-0.32
2011/9/27,3.089758761,-0.458115183,-4.18,0,-4.18
2011/9/28,0.799330065,-0.295857988,3.379997,3.379997,0
2011/9/29,0.493452007,0.461589186,-2.889999,0,-2.889999
2011/9/30,0.59038572,-0.016409583,5.060001,5.060001,0
2011/10/3,-2.930908643,0.377482357,2.970002,2.970002,0
2011/10/4,0.478398661,0.179856115,-1.560002,0,-1.560002
2011/10/5,-0.838154174,0.065284805,-4.299999,0,-4.299999
2011/10/6,2.038848622,-0.244658294,-2.75,0,-2.75
2011/10/7,1.116078309,-0.310660562,-0.330002,0,-0.330002
2011/10/11,2.584240775,-0.295227161,-2.639999,0,-2.639999
2011/10/12,-0.226281001,-0.296101332,0.459999,0.459999,0
2011/10/13,0.617717665,0.049496783,0.229999,0.229999,0
